Using Bao: True
python3 baoctl.py --train_mode retrain --dataset job-light-ranges --repeat 0 --alpha 0.5 --train_query_file workloads/job-light-ranges/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_7_2/value_distribution_7_2_plans --train_label_file workloads/job-light-ranges/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_7_2/value_distribution_7_2_time.txt --save_folder workloads/job-light-ranges/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_7_2 --predict_query_file workloads/job-light-ranges/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_7_2/value_distribution_7_2.sql --predict_label_file workloads/job-light-ranges/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_7_2/value_distribution_7_2_time.txt --contrastive --meta
194 1759594754.2548804 0.3337433338165283
195 1759594755.836719 1.5817580223083496
196 1759594756.7193394 0.8824896812438965
197 1759594759.0953662 2.3759396076202393
198 1759594762.1594236 3.0639419555664062
199 1759594763.3735516 1.2140250205993652
Total time: 275.7935857772827
Using Bao: True
python3 baoctl.py --train_mode retrain --dataset job-light-ranges --repeat 0 --alpha 0.5 --train_query_file workloads/job-light-ranges/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_3_2/value_distribution_3_2_plans --train_label_file workloads/job-light-ranges/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_3_2/value_distribution_3_2_time.txt --save_folder workloads/job-light-ranges/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_3_2 --predict_query_file workloads/job-light-ranges/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_7_2/value_distribution_7_2.sql --predict_label_file workloads/job-light-ranges/varying_value_distribution_queries_200/beta_distribution_2range/value_distribution_7_2/value_distribution_7_2_time.txt --contrastive --meta
0 1759594764.3559625 0.7448775768280029
1 1759594765.1933775 0.8373332023620605
2 1759594765.5752444 0.3817296028137207
3 1759594767.993931 2.4185807704925537
4 1759594768.464137 0.4701268672943115
5 1759594771.8859026 3.421595573425293
6 1759594772.668195 0.7822275161743164
7 1759594773.777584 1.1093180179595947
8 1759594777.064877 3.287208080291748
9 1759594777.7448912 0.6799137592315674
10 1759594778.6141303 0.8691532611846924
11 1759594779.8216 1.207355260848999
12 1759594780.188087 0.36635637283325195
13 1759594781.953994 1.765756368637085
14 1759594782.4907873 0.5366692543029785
15 1759594783.0621243 0.5711946487426758
16 1759594784.2794824 1.2171566486358643
17 1759594786.5965972 2.3170008659362793
18 1759594786.7938204 0.19713306427001953
19 1759594787.4807773 0.6868712902069092
20 1759594787.9383166 0.45742225646972656
21 1759594788.660656 0.7222626209259033
22 1759594793.4294388 4.768690347671509
23 1759594793.9227638 0.49314355850219727
24 1759594798.066789 4.143944263458252
25 1759594798.8621314 0.7952346801757812
26 1759594799.3897202 0.5274097919464111
27 1759594801.7083461 2.318502187728882
28 1759594803.6626236 1.9541618824005127
29 1759594805.5719745 1.9092161655426025
30 1759594809.8280263 4.255972146987915
31 1759594811.722564 1.8944129943847656
32 1759594812.6239336 0.9011414051055908
33 1759594815.3283043 2.704227924346924
34 1759594816.220642 0.8922462463378906
35 1759594819.8503993 3.6296029090881348
36 1759594820.4399142 0.589362382888794
37 1759594821.1846838 0.744654655456543
38 1759594821.6203501 0.4355356693267822
39 1759594822.0542743 0.43379640579223633
40 1759594824.8817246 2.8273086547851562
41 1759594827.5204642 2.6385891437530518
42 1759594828.558901 1.0382490158081055
43 1759594829.0066721 0.44762158393859863
44 1759594831.4958549 2.4890310764312744
45 1759594832.031692 0.5356998443603516
46 1759594832.9361134 0.9042787551879883
47 1759594833.572459 0.6362423896789551
48 1759594835.287787 1.7152297496795654
49 1759594835.7420337 0.45412254333496094
50 1759594836.683939 0.9417917728424072
51 1759594837.280704 0.5966434478759766
52 1759594837.4905071 0.20971369743347168
53 1759594839.4313242 1.9407289028167725
54 1759594842.0630205 2.631629467010498
55 1759594842.773608 0.7105062007904053
56 1759594844.4812336 1.707472801208496
57 1759594847.186389 2.705028772354126
58 1759594848.8432271 1.6566290855407715
59 1759594852.8110027 3.967632532119751
60 1759594853.119456 0.30831122398376465
61 1759594854.7812645 1.6616532802581787
62 1759594855.1249418 0.3435544967651367
63 1759594857.8421345 2.717055082321167
64 1759594858.1925123 0.35012149810791016
65 1759594860.0972185 1.9045741558074951
66 1759594861.144563 1.0472278594970703
67 1759594862.183343 1.0386579036712646
68 1759594862.5257607 0.3422887325286865
69 1759594862.8391328 0.3132469654083252
70 1759594863.5200825 0.6807940006256104
71 1759594864.9313574 1.411100149154663
72 1759594866.956443 2.0249600410461426
73 1759594868.408374 1.4517810344696045
74 1759594869.669823 1.261303186416626
75 1759594870.3710566 0.7010986804962158
